identifier,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13
unidentified02171,,,,,,,,,,,,,
unidentified02172,Plauen,,,,,,,,,,,,
unidentified02173,Rom,,,,,,,,,,,,
unidentified02174,Rom,,,,,,,,,,,,
unidentified02175,,,,,,,,,,,,,
unidentified02176,Danzig,,,,,,,,,,,,
unidentified02177,Zeitz,,,,,,,,,,,,
unidentified02178,Bern,,,,,,,,,,,,
unidentified02179,,,,,,,,,,,,,
unidentified02180,Stuttgart,,,,,,,,,,,,
unidentified02181,Fels,Berlin,,,,,,,,,,,
unidentified02182,Augsburg,,,,,,,,,,,,
unidentified02183,,,,,,,,,,,,,
unidentified02184,Halle a. S.,Halle,,,,,,,,,,,
unidentified02185,München,Lindau,,,,,,,,,,,
unidentified02186,Rom,Anklam,Rostock,,,,,,,,,,
unidentified02187,Neuhaus,,,,,,,,,,,,
unidentified02188,,,,,,,,,,,,,
unidentified02189,Bern,,,,,,,,,,,,
unidentified02190,Stettin,,,,,,,,,,,,
unidentified02191,Berlin,,,,,,,,,,,,
unidentified02192,,,,,,,,,,,,,
unidentified02193,Stockholm,London,Breslau,Leipzig,Berlin,,,,,,,,
unidentified02194,Rom,Dresden,Hohnstein,Hattingen,Kötzschenbroda,Morges,Hannover,Berlin,,,,,
unidentified02195,,,,,,,,,,,,,
unidentified02196,Köln,Rheine,Koblenz,,,,,,,,,,
unidentified02197,,,,,,,,,,,,,
unidentified02198,Pest,Wien,,,,,,,,,,,
unidentified02199,Aarau,Brugg,,,,,,,,,,,
unidentified02200,Frankfurt a. M.,Frankfurt a. M.,,,,,,,,,,,
unidentified02201,Hill,Freiburg,,,,,,,,,,,
unidentified02202,Bern,St. Gallen,Thun,,,,,,,,,,
unidentified02203,München,Augsburg,Nürnberg,,,,,,,,,,
unidentified02204,Prag,Wien,,,,,,,,,,,
unidentified02205,München,Prag,Heidelberg,Leipzig,,,,,,,,,
unidentified02206,,,,,,,,,,,,,
unidentified02207,Stuttgart,,,,,,,,,,,,
unidentified02208,Dresden,,,,,,,,,,,,
unidentified02209,Iena,,,,,,,,,,,,
unidentified02210,,,,,,,,,,,,,
unidentified02211,,,,,,,,,,,,,
unidentified02212,Ulm,,,,,,,,,,,,
unidentified02213,Berlin,,,,,,,,,,,,
unidentified02214,,,,,,,,,,,,,
unidentified02215,Wien,,,,,,,,,,,,
unidentified02216,,,,,,,,,,,,,
unidentified02217,Rom,Prag,,,,,,,,,,,
unidentified02218,Hamburg,,,,,,,,,,,,
unidentified02219,Merseburg,Hannover,Berlin,,,,,,,,,,
unidentified02220,Dresden,,,,,,,,,,,,
unidentified02221,Altenburg,,,,,,,,,,,,
unidentified02222,Eisenach,Wolfenbüttel,Weimar,Braunschweig,,,,,,,,,
unidentified02223,,,,,,,,,,,,,
unidentified02224,Wien,,,,,,,,,,,,
unidentified02225,Budapest,,,,,,,,,,,,
unidentified02226,Tübingen,,,,,,,,,,,,
unidentified02227,Regensburg,,,,,,,,,,,,
unidentified02228,Leipzig,,,,,,,,,,,,
unidentified02229,München,,,,,,,,,,,,
unidentified02230,München,,,,,,,,,,,,
unidentified02231,Bern,Warschau,,,,,,,,,,,
unidentified02232,Stuttgart,,,,,,,,,,,,
unidentified02233,Bern,,,,,,,,,,,,
unidentified02234,Mainz,,,,,,,,,,,,
unidentified02235,,,,,,,,,,,,,
unidentified02236,Sand,,,,,,,,,,,,
unidentified02237,Sand,Berlin,,,,,,,,,,,
unidentified02238,Sand,,,,,,,,,,,,
unidentified02239,Stein,,,,,,,,,,,,
unidentified02240,Berlin,,,,,,,,,,,,
unidentified02241,,,,,,,,,,,,,
unidentified02242,,,,,,,,,,,,,
unidentified02243,München,Tegernsee,Diez,Nürnberg,,,,,,,,,
unidentified02244,Frauenfeld,,,,,,,,,,,,
unidentified02245,Stuttgart,,,,,,,,,,,,
unidentified02246,Soltau,,,,,,,,,,,,
unidentified02247,Berlin,,,,,,,,,,,,
unidentified02248,,,,,,,,,,,,,
unidentified02249,Dresden,,,,,,,,,,,,
unidentified02250,Wien,,,,,,,,,,,,
unidentified02251,,,,,,,,,,,,,
unidentified02252,,,,,,,,,,,,,
unidentified02253,Hamburg,,,,,,,,,,,,
unidentified02254,Wien,,,,,,,,,,,,
unidentified02255,Wien,,,,,,,,,,,,
unidentified02256,,,,,,,,,,,,,
unidentified02257,,,,,,,,,,,,,
unidentified02258,Wien,Stuttgart,,,,,,,,,,,
unidentified02259,Kassel,,,,,,,,,,,,
unidentified02260,Augsburg,,,,,,,,,,,,
unidentified02261,Berlin,,,,,,,,,,,,
unidentified02262,Leipzig,,,,,,,,,,,,
unidentified02263,Wien,,,,,,,,,,,,
unidentified02264,Brüx,Triest,Wien,Klagenfurt,,,,,,,,,
unidentified02265,Wien,,,,,,,,,,,,
unidentified02266,Rom,,,,,,,,,,,,
unidentified02267,Wien,,,,,,,,,,,,
unidentified02268,Leipzig,,,,,,,,,,,,
unidentified02269,,,,,,,,,,,,,
unidentified02270,Zürich,,,,,,,,,,,,
unidentified02271,Barmen,,,,,,,,,,,,
unidentified02272,,,,,,,,,,,,,
unidentified02273,,,,,,,,,,,,,
unidentified02274,Berlin,,,,,,,,,,,,
unidentified02275,Rom,Wien,,,,,,,,,,,
unidentified02276,Regensburg,Rom,Köln,,,,,,,,,,
unidentified02277,Triest,Leipzig,,,,,,,,,,,
unidentified02278,,,,,,,,,,,,,
unidentified02279,Rom,,,,,,,,,,,,
unidentified02280,Leipzig,Berlin,,,,,,,,,,,
unidentified02281,,,,,,,,,,,,,
unidentified02282,Rom,,,,,,,,,,,,
unidentified02283,,,,,,,,,,,,,
unidentified02284,Sagan,,,,,,,,,,,,
unidentified02285,,,,,,,,,,,,,
unidentified02286,Sagan,,,,,,,,,,,,
unidentified02287,Dresden,,,,,,,,,,,,
unidentified02288,Dresden,,,,,,,,,,,,
unidentified02289,Frankfurt a. Main,Berlin,,,,,,,,,,,
unidentified02290,Charlottenburg,Breslau,,,,,,,,,,,
unidentified02291,,,,,,,,,,,,,
unidentified02292,,,,,,,,,,,,,
unidentified02293,,,,,,,,,,,,,
unidentified02294,Bern,Breslau,,,,,,,,,,,
unidentified02295,Breslau,Berlin,,,,,,,,,,,
unidentified02296,Berlin,,,,,,,,,,,,
unidentified02297,Göttingen,,,,,,,,,,,,
unidentified02298,Göttingen,,,,,,,,,,,,
unidentified02299,Steinau,Stein,,,,,,,,,,,
unidentified02300,Nürnberg,,,,,,,,,,,,
unidentified02301,Nürnberg,,,,,,,,,,,,
unidentified02302,Nürnberg,,,,,,,,,,,,
unidentified02303,Nürnberg,,,,,,,,,,,,
unidentified02304,Cannstatt,,,,,,,,,,,,
unidentified02305,München,Rom,Paris,Leipzig,Nürnberg,,,,,,,,
unidentified02306,Leipzig,,,,,,,,,,,,
unidentified02307,Rom,Königsberg,,,,,,,,,,,
unidentified02308,Leipzig,,,,,,,,,,,,
unidentified02309,Leipzig,,,,,,,,,,,,
unidentified02310,Leipzig,,,,,,,,,,,,
unidentified02311,Leipzig,,,,,,,,,,,,
unidentified02312,Breslau,Leipzig,Braunschweig,,,,,,,,,,
unidentified02313,Berka,Wien,Potsdam,Berlin,,,,,,,,,
unidentified02314,Hannover,,,,,,,,,,,,
unidentified02315,Magdeburg,Wiesbaden,Dillenburg,Meran,Kreuznach,,,,,,,,
unidentified02316,,,,,,,,,,,,,
unidentified02317,Bern,,,,,,,,,,,,
unidentified02318,Potsdam,Berlin,,,,,,,,,,,
unidentified02319,Wittenberg,Lübben,,,,,,,,,,,
unidentified02320,,,,,,,,,,,,,
unidentified02321,Budapest,,,,,,,,,,,,
unidentified02322,Trier,Köln,Löwenberg,,,,,,,,,,
unidentified02323,Düsseldorf,Heidelberg,Köln,,,,,,,,,,
unidentified02324,Aachen,,,,,,,,,,,,
unidentified02325,,,,,,,,,,,,,
unidentified02326,Wien,,,,,,,,,,,,
unidentified02327,Dresden,Berlin,,,,,,,,,,,
unidentified02328,,,,,,,,,,,,,
unidentified02329,,,,,,,,,,,,,
unidentified02330,Reutlingen,,,,,,,,,,,,
unidentified02331,Leyden,Köln,Rotterdam,Weimar,,,,,,,,,
unidentified02332,Wiesbaden,,,,,,,,,,,,
unidentified02333,Nürnberg,,,,,,,,,,,,
unidentified02334,Nürnberg,,,,,,,,,,,,
unidentified02335,Nürnberg,,,,,,,,,,,,
unidentified02336,Nürnberg,,,,,,,,,,,,
unidentified02337,Wien,Gastein,,,,,,,,,,,
unidentified02338,Leipzig,,,,,,,,,,,,
unidentified02339,München,,,,,,,,,,,,
unidentified02340,Neuwied,,,,,,,,,,,,
unidentified02341,Wien,,,,,,,,,,,,
unidentified02342,Lichterfelde,Berlin,,,,,,,,,,,
unidentified02343,,,,,,,,,,,,,
unidentified02344,,,,,,,,,,,,,
unidentified02345,,,,,,,,,,,,,
unidentified02346,Rom,Mainz,,,,,,,,,,,
unidentified02347,Dresden,,,,,,,,,,,,
unidentified02348,Rom,Koburg,Berlin,,,,,,,,,,
unidentified02349,München,Berlin,,,,,,,,,,,
unidentified02350,,,,,,,,,,,,,
unidentified02351,Stuttgart,,,,,,,,,,,,
unidentified02352,Dresden,,,,,,,,,,,,
unidentified02353,Dresden,Breslau,Halle,,,,,,,,,,
unidentified02354,Breslau,,,,,,,,,,,,
unidentified02355,,,,,,,,,,,,,
unidentified02356,,,,,,,,,,,,,
unidentified02357,,,,,,,,,,,,,
unidentified02358,,,,,,,,,,,,,
unidentified02359,Leipzig,,,,,,,,,,,,
unidentified02360,Berlin,,,,,,,,,,,,
unidentified02361,Melle,Hamburg,,,,,,,,,,,
unidentified02362,Düsseldorf,,,,,,,,,,,,
unidentified02363,,,,,,,,,,,,,
unidentified02364,Dresden,,,,,,,,,,,,
unidentified02365,,,,,,,,,,,,,
unidentified02366,Dresden,,,,,,,,,,,,
unidentified02367,Leipzig,,,,,,,,,,,,
unidentified02368,Rom,,,,,,,,,,,,
unidentified02369,Bremen,,,,,,,,,,,,
unidentified02370,Bielefeld,,,,,,,,,,,,
unidentified02371,Berlin,,,,,,,,,,,,
unidentified02372,Hamburg,,,,,,,,,,,,
unidentified02373,New-York,,,,,,,,,,,,
unidentified02374,Reichenberg,Waterloo,Berlin,,,,,,,,,,
unidentified02375,Breslau,Hamburg,,,,,,,,,,,
unidentified02376,,,,,,,,,,,,,
unidentified02377,Dresden,Breslau,,,,,,,,,,,
unidentified02378,Wien,,,,,,,,,,,,
unidentified02379,Magdeburg,,,,,,,,,,,,
unidentified02380,Charlottenburg,Berlin,,,,,,,,,,,
unidentified02381,Leipzig,,,,,,,,,,,,
unidentified02382,Charlottenburg,Berlin,,,,,,,,,,,
unidentified02383,Leipzig,,,,,,,,,,,,
unidentified02384,Hongkong,Braunschweig,,,,,,,,,,,
unidentified02385,Hannover,,,,,,,,,,,,
unidentified02386,,,,,,,,,,,,,
unidentified02387,Leipzig,,,,,,,,,,,,
unidentified02388,Berlin,,,,,,,,,,,,
unidentified02389,Hamburg,,,,,,,,,,,,
unidentified02390,Hamburg,,,,,,,,,,,,
unidentified02391,Düsseldorf,,,,,,,,,,,,
unidentified02392,,,,,,,,,,,,,
unidentified02393,Warschau,Weimar,,,,,,,,,,,
unidentified02394,Düsseldorf,,,,,,,,,,,,
unidentified02395,Liegnitz,Leipzig,,,,,,,,,,,
unidentified02396,,,,,,,,,,,,,
unidentified02397,Bolkenhain,,,,,,,,,,,,
unidentified02398,Berlin,,,,,,,,,,,,
unidentified02399,Hannover,,,,,,,,,,,,
unidentified02400,,,,,,,,,,,,,
unidentified02401,Danzig,,,,,,,,,,,,
unidentified02402,Clemenswerth,Darmstadt,Münster,,,,,,,,,,
unidentified02403,Leipzig,,,,,,,,,,,,
unidentified02404,Wien,,,,,,,,,,,,
unidentified02405,Braunschweig,,,,,,,,,,,,
unidentified02406,Weiden,Danzig,,,,,,,,,,,
unidentified02407,Rom,Uhlenhorst,Hamburg,,,,,,,,,,
unidentified02408,Einsiedeln,,,,,,,,,,,,
unidentified02409,,,,,,,,,,,,,
unidentified02410,,,,,,,,,,,,,
unidentified02411,Rostock,,,,,,,,,,,,
unidentified02412,,,,,,,,,,,,,
unidentified02413,Berlin,,,,,,,,,,,,
unidentified02414,Dresden,Gramzow,,,,,,,,,,,
unidentified02415,Hamburg,,,,,,,,,,,,
unidentified02416,Stuttgart,,,,,,,,,,,,
unidentified02417,Prag,Wien,,,,,,,,,,,
unidentified02418,,,,,,,,,,,,,
unidentified02419,Halle,,,,,,,,,,,,
unidentified02420,Döbeln,,,,,,,,,,,,
unidentified02421,Hannover,,,,,,,,,,,,
unidentified02422,Leipa,,,,,,,,,,,,
unidentified02423,Wien,,,,,,,,,,,,
unidentified02424,Leipzig,,,,,,,,,,,,
unidentified02425,,,,,,,,,,,,,
unidentified02426,Wien,,,,,,,,,,,,
unidentified02427,,,,,,,,,,,,,
unidentified02428,Köln,,,,,,,,,,,,
unidentified02429,Rudolstadt,,,,,,,,,,,,
unidentified02430,Rudolstadt,,,,,,,,,,,,
unidentified02431,,,,,,,,,,,,,
unidentified02432,Rom,Leipzig,,,,,,,,,,,
unidentified02433,Leipzig,,,,,,,,,,,,
unidentified02434,,,,,,,,,,,,,
unidentified02435,,,,,,,,,,,,,
unidentified02436,,,,,,,,,,,,,
unidentified02437,,,,,,,,,,,,,
unidentified02438,,,,,,,,,,,,,
unidentified02439,Wiesbaden,,,,,,,,,,,,
unidentified02440,,,,,,,,,,,,,
unidentified02441,New-York,,,,,,,,,,,,
unidentified02442,Heidelberg,,,,,,,,,,,,
unidentified02443,Leipzig,,,,,,,,,,,,
unidentified02444,,,,,,,,,,,,,
unidentified02445,Schwerin,Berlin,,,,,,,,,,,
unidentified02446,Gröbitz,Schwerin,,,,,,,,,,,
unidentified02447,Nordeck,Schwerin,,,,,,,,,,,
unidentified02448,,,,,,,,,,,,,
unidentified02449,,,,,,,,,,,,,
unidentified02450,Berlin,,,,,,,,,,,,
unidentified02451,,,,,,,,,,,,,
unidentified02452,Leipzig,,,,,,,,,,,,
unidentified02453,Salzburg,,,,,,,,,,,,
unidentified02454,Riga,,,,,,,,,,,,
unidentified02455,Leipzig,,,,,,,,,,,,
unidentified02456,Warschau,,,,,,,,,,,,
unidentified02457,Stein,Stuttgart,,,,,,,,,,,
unidentified02458,,,,,,,,,,,,,
unidentified02459,Spandau,,,,,,,,,,,,
unidentified02460,Stein,Wiesbaden,,,,,,,,,,,
unidentified02461,Potschappel,,,,,,,,,,,,
unidentified02462,Magdeburg,,,,,,,,,,,,
unidentified02463,Iena,Weimar,,,,,,,,,,,
unidentified02464,Stuttgart,,,,,,,,,,,,
unidentified02465,,,,,,,,,,,,,
unidentified02466,Miesbach,,,,,,,,,,,,
unidentified02467,Iena,Weimar,,,,,,,,,,,
unidentified02468,Graz,,,,,,,,,,,,
unidentified02469,Langensalza,,,,,,,,,,,,
unidentified02470,München,Bamberg,Worms,,,,,,,,,,
unidentified02471,Leipzig,,,,,,,,,,,,
unidentified02472,Prag,Iena,Paris,,,,,,,,,,
unidentified02473,München,Hamburg,,,,,,,,,,,
unidentified02474,Wiesbaden,,,,,,,,,,,,
unidentified02475,Berlin,,,,,,,,,,,,
unidentified02476,Rom,Bonn,,,,,,,,,,,
unidentified02477,Petersburg,St. Petersburg,Bonn,,,,,,,,,,
unidentified02478,,,,,,,,,,,,,
unidentified02479,Hamburg,,,,,,,,,,,,
unidentified02480,,,,,,,,,,,,,
unidentified02481,,,,,,,,,,,,,
unidentified02482,Dresden,,,,,,,,,,,,
unidentified02483,Sand,,,,,,,,,,,,
unidentified02484,Hamburg,,,,,,,,,,,,
unidentified02485,Moskau,Berlin,,,,,,,,,,,
unidentified02486,Wien,,,,,,,,,,,,
unidentified02487,Stein,Stuttgart,,,,,,,,,,,
unidentified02488,Rom,Hill,Berlin,,,,,,,,,,
unidentified02489,Kassel,,,,,,,,,,,,
unidentified02490,Basel,Gera,,,,,,,,,,,
unidentified02491,,,,,,,,,,,,,
unidentified02492,Hohenberg,Hannover,,,,,,,,,,,
unidentified02493,Leipzig,,,,,,,,,,,,
unidentified02494,Köln,Worms,,,,,,,,,,,
unidentified02495,Fulda,,,,,,,,,,,,
unidentified02496,Bremen,,,,,,,,,,,,
unidentified02497,Wiesbaden,Berlin,,,,,,,,,,,
unidentified02498,Berlin,,,,,,,,,,,,
unidentified02499,Basel,,,,,,,,,,,,
unidentified02500,,,,,,,,,,,,,
unidentified02501,,,,,,,,,,,,,
unidentified02502,Glogau,,,,,,,,,,,,
unidentified02503,Wiesbaden,,,,,,,,,,,,
unidentified02504,Frankfurt a. d. Oder,,,,,,,,,,,,
unidentified02505,Hamburg,,,,,,,,,,,,
unidentified02506,Berlin,,,,,,,,,,,,
unidentified02507,Wien,,,,,,,,,,,,
unidentified02508,,,,,,,,,,,,,
unidentified02509,,,,,,,,,,,,,
unidentified02510,,,,,,,,,,,,,
unidentified02511,,,,,,,,,,,,,
unidentified02512,Töplitz,Breslau,,,,,,,,,,,
unidentified02513,Leipzig,,,,,,,,,,,,
unidentified02514,Breslau,,,,,,,,,,,,
unidentified02515,Graz,,,,,,,,,,,,
unidentified02516,Hamburg,,,,,,,,,,,,
unidentified02517,,,,,,,,,,,,,
unidentified02518,,,,,,,,,,,,,
unidentified02519,Graz,,,,,,,,,,,,
unidentified02520,,,,,,,,,,,,,
unidentified02521,Kassel,,,,,,,,,,,,
unidentified02522,Esslingen,Stuttgart,Cannstatt,,,,,,,,,,
unidentified02523,Dresden,Loschwitz,Gera,Weimar,,,,,,,,,
unidentified02524,Stein,Münster,,,,,,,,,,,
unidentified02525,Berlin,,,,,,,,,,,,
unidentified02526,Soltau,,,,,,,,,,,,
unidentified02527,,,,,,,,,,,,,
unidentified02528,,,,,,,,,,,,,
unidentified02529,München,,,,,,,,,,,,
unidentified02530,Dresden,Dresden-A.,,,,,,,,,,,
unidentified02531,Basel,Paris,Berlin,,,,,,,,,,
unidentified02532,Hamburg,Berlin,,,,,,,,,,,
unidentified02533,Breslau,,,,,,,,,,,,
unidentified02534,Dresden,,,,,,,,,,,,
unidentified02535,,,,,,,,,,,,,
unidentified02536,Wernigerode,Stollberg,Basel,,,,,,,,,,
unidentified02537,Wolfenbüttel,,,,,,,,,,,,
unidentified02538,Weimar,,,,,,,,,,,,
unidentified02539,,,,,,,,,,,,,
unidentified02540,Thale,Leipzig,,,,,,,,,,,
unidentified02541,Leipzig,,,,,,,,,,,,
unidentified02542,Bern,Leipzig,,,,,,,,,,,
unidentified02543,,,,,,,,,,,,,
unidentified02544,Leipzig,,,,,,,,,,,,
unidentified02545,St. Gallen,,,,,,,,,,,,
unidentified02546,Paderborn,,,,,,,,,,,,
unidentified02547,Hamburg,,,,,,,,,,,,
unidentified02548,Frankfurt a. M.,Frankfurt a. M.,,,,,,,,,,,
unidentified02549,Stuttgart,,,,,,,,,,,,
unidentified02550,Stuttgart,,,,,,,,,,,,
unidentified02551,Hill,,,,,,,,,,,,
unidentified02552,,,,,,,,,,,,,
unidentified02553,Wien,Troppau,Leipzig,,,,,,,,,,
unidentified02554,,,,,,,,,,,,,
unidentified02555,Stuttgart,Graubünden,Berlin,Pierrepont,,,,,,,,,
unidentified02556,Köln,,,,,,,,,,,,
unidentified02557,Schwartau,,,,,,,,,,,,
unidentified02558,Bern,Zürich,,,,,,,,,,,
unidentified02559,Aarau,,,,,,,,,,,,
unidentified02560,Stuttgart,Berlin,,,,,,,,,,,
unidentified02561,München,Nürnberg,,,,,,,,,,,
unidentified02562,,,,,,,,,,,,,
unidentified02563,Stuttgart,,,,,,,,,,,,
unidentified02564,,,,,,,,,,,,,
unidentified02565,Berlin,,,,,,,,,,,,
unidentified02566,Gütersloh,Stuttgart,,,,,,,,,,,
unidentified02567,Berlin,,,,,,,,,,,,
unidentified02568,Leipzig,,,,,,,,,,,,
unidentified02569,Reutlingen,Stein,,,,,,,,,,,
unidentified02570,Prag,Stein,,,,,,,,,,,
unidentified02571,Stein,Wien,,,,,,,,,,,
unidentified02572,Stein,Stuttgart,,,,,,,,,,,
unidentified02573,Stein,,,,,,,,,,,,
unidentified02574,Stein,,,,,,,,,,,,
unidentified02575,Rom,Stein,,,,,,,,,,,
unidentified02576,Stein,,,,,,,,,,,,
unidentified02577,Rom,Stein,,,,,,,,,,,
unidentified02578,Stein,,,,,,,,,,,,
unidentified02579,Stein,,,,,,,,,,,,
unidentified02580,Stein,Breslau,,,,,,,,,,,
unidentified02581,Steinau,Stein,,,,,,,,,,,
unidentified02582,Steinau,Stein,,,,,,,,,,,
unidentified02583,Stein,,,,,,,,,,,,
unidentified02584,Stein,Rosenberg,Breslau,Paris,Berlin,,,,,,,,
unidentified02585,Stein,Hamburg,,,,,,,,,,,
unidentified02586,,,,,,,,,,,,,
unidentified02587,Stein,,,,,,,,,,,,
unidentified02588,Wien,,,,,,,,,,,,
unidentified02589,Altenburg,Schwerin,,,,,,,,,,,
unidentified02590,,,,,,,,,,,,,
unidentified02591,Wien,Teschen,,,,,,,,,,,
unidentified02592,Dresden,,,,,,,,,,,,
unidentified02593,,,,,,,,,,,,,
unidentified02594,,,,,,,,,,,,,
unidentified02595,Stein,Berlin,,,,,,,,,,,
unidentified02596,Stuttgart,,,,,,,,,,,,
unidentified02597,Weimar,,,,,,,,,,,,
unidentified02598,,,,,,,,,,,,,
unidentified02599,Rom,Leipzig,,,,,,,,,,,
unidentified02600,Leipzig,Berlin,,,,,,,,,,,
unidentified02601,Halle,,,,,,,,,,,,
unidentified02602,Leipzig,,,,,,,,,,,,
unidentified02603,Risch,Stuttgart,,,,,,,,,,,
unidentified02604,Kassel,Cassel,,,,,,,,,,,
unidentified02605,,,,,,,,,,,,,
unidentified02606,Berlin,,,,,,,,,,,,
unidentified02607,Ratibor,,,,,,,,,,,,
unidentified02608,Berlin,,,,,,,,,,,,
unidentified02609,Darmstadt,,,,,,,,,,,,
unidentified02610,Wien,,,,,,,,,,,,
unidentified02611,Berlin,,,,,,,,,,,,
unidentified02612,,,,,,,,,,,,,
unidentified02613,,,,,,,,,,,,,
unidentified02614,Naumburg,,,,,,,,,,,,
unidentified02615,,,,,,,,,,,,,
unidentified02616,,,,,,,,,,,,,
unidentified02617,Rom,Kassel,,,,,,,,,,,
unidentified02618,,,,,,,,,,,,,
unidentified02619,,,,,,,,,,,,,
unidentified02620,,,,,,,,,,,,,
unidentified02621,Glogau,,,,,,,,,,,,
unidentified02622,,,,,,,,,,,,,
unidentified02623,,,,,,,,,,,,,
unidentified02624,Thorn,Gnesen,Berlin,,,,,,,,,,
unidentified02625,Leipa,,,,,,,,,,,,
unidentified02626,Landsberg,,,,,,,,,,,,
unidentified02627,Berlin,,,,,,,,,,,,
unidentified02628,Zürich,,,,,,,,,,,,
unidentified02629,München,,,,,,,,,,,,
unidentified02630,,,,,,,,,,,,,
unidentified02631,Langensalza,Hannover,,,,,,,,,,,
unidentified02632,Stuttgart,,,,,,,,,,,,
unidentified02633,St. Gallen,Karlsruhe,,,,,,,,,,,
unidentified02634,Leipzig,,,,,,,,,,,,
unidentified02635,Dresden,London,New-York,Zeitz,Berlin,,,,,,,,
unidentified02636,Wien,,,,,,,,,,,,
unidentified02637,Wien,,,,,,,,,,,,
unidentified02638,Dresden,S. Terenzo,Spezzia,Flatow,,,,,,,,,
unidentified02639,,,,,,,,,,,,,
unidentified02640,Dresden,S. Terenzo,Spezzia,Flatow,,,,,,,,,
unidentified02641,,,,,,,,,,,,,
unidentified02642,Basel,,,,,,,,,,,,
unidentified02643,Zürich,,,,,,,,,,,,
unidentified02644,Ilsenburg,Braunschweig,,,,,,,,,,,
unidentified02645,Leipzig,,,,,,,,,,,,
unidentified02646,,,,,,,,,,,,,
unidentified02647,Budapest,,,,,,,,,,,,
unidentified02648,Rom,Berlin,,,,,,,,,,,
unidentified02649,Bern,Hamburg,Braunschweig,,,,,,,,,,
unidentified02650,Bielefeld,,,,,,,,,,,,
unidentified02651,Wien,,,,,,,,,,,,
unidentified02652,Frankfurt a. M.,Frankfurt a. M.,,,,,,,,,,,
unidentified02653,Berlin,,,,,,,,,,,,
unidentified02654,Dresden,,,,,,,,,,,,
unidentified02655,Thumitz,,,,,,,,,,,,
unidentified02656,Prag,Wien,,,,,,,,,,,
unidentified02657,,,,,,,,,,,,,
unidentified02658,Stein,,,,,,,,,,,,
unidentified02659,Gleiwitz,Landsberg,,,,,,,,,,,
unidentified02660,Darmstadt,,,,,,,,,,,,
unidentified02661,Berlin,,,,,,,,,,,,
unidentified02662,,,,,,,,,,,,,
unidentified02663,Rom,Iena,Karlsruhe,,,,,,,,,,
unidentified02664,Wien,,,,,,,,,,,,
unidentified02665,,,,,,,,,,,,,
unidentified02666,Ulm,,,,,,,,,,,,
unidentified02667,,,,,,,,,,,,,
unidentified02668,Oels,Breslau,,,,,,,,,,,
unidentified02669,Berlin,Worms,,,,,,,,,,,
unidentified02670,,,,,,,,,,,,,
unidentified02671,Wien,,,,,,,,,,,,
unidentified02672,Prag,Wien,,,,,,,,,,,
unidentified02673,Veltheim,,,,,,,,,,,,
unidentified02674,Hamburg,,,,,,,,,,,,
unidentified02675,,,,,,,,,,,,,
unidentified02676,Berlin,,,,,,,,,,,,
unidentified02677,Elberfeld,,,,,,,,,,,,
unidentified02678,Leipzig,Berlin,,,,,,,,,,,
unidentified02679,,,,,,,,,,,,,
unidentified02680,,,,,,,,,,,,,
unidentified02681,Wien,Breslau,,,,,,,,,,,
unidentified02682,Rom,Königsberg,Tilsit,Bartenstein,Berlin,,,,,,,,
unidentified02683,,,,,,,,,,,,,
unidentified02684,Berlin,,,,,,,,,,,,
unidentified02685,Wien,,,,,,,,,,,,
unidentified02686,Stein,Hamburg,,,,,,,,,,,
unidentified02687,Regensburg,Thorn,,,,,,,,,,,
unidentified02688,Freiburg,,,,,,,,,,,,
unidentified02689,München,Dresden,Prag,Totis,Mannheim,Wien,Thun,Budapest,Gotha,Innsbruck,Berlin,Graz,Časlau
unidentified02690,Thure,,,,,,,,,,,,
unidentified02691,Dresden,,,,,,,,,,,,
unidentified02692,,,,,,,,,,,,,
unidentified02693,Dresden,Athen,,,,,,,,,,,
unidentified02694,Hill,Glasgow,Leipzig,,,,,,,,,,
unidentified02695,Hildesheim,,,,,,,,,,,,
unidentified02696,Breslau,Kassel,Bremen,,,,,,,,,,
unidentified02697,,,,,,,,,,,,,
unidentified02698,,,,,,,,,,,,,
unidentified02699,,,,,,,,,,,,,
unidentified02700,Freienwalde,,,,,,,,,,,,
unidentified02701,Hamburg,,,,,,,,,,,,
unidentified02702,New-York,,,,,,,,,,,,
unidentified02703,,,,,,,,,,,,,
unidentified02704,Gütersloh,,,,,,,,,,,,
unidentified02705,Gross-Lichterfelde,Lichterfelde,Berlin,,,,,,,,,,
unidentified02706,,,,,,,,,,,,,
unidentified02707,Glogau,,,,,,,,,,,,
unidentified02708,Basel,,,,,,,,,,,,
unidentified02709,Leipzig,,,,,,,,,,,,
unidentified02710,Prag,,,,,,,,,,,,
unidentified02711,Frankfurt a. M.,Frankfurt a. M.,Paderborn,,,,,,,,,,
unidentified02712,,,,,,,,,,,,,
unidentified02713,Frankfurt a. O.,Frankfurt a. O.,,,,,,,,,,,
unidentified02714,,,,,,,,,,,,,
unidentified02715,,,,,,,,,,,,,
unidentified02716,Rom,Bonn,Breslau,,,,,,,,,,
unidentified02717,Bielefeld,Karlsruhe,,,,,,,,,,,
unidentified02718,Hagen,Meiningen,Braunschweig,,,,,,,,,,
unidentified02719,Berlin,,,,,,,,,,,,
unidentified02720,Männedorf,Basel,,,,,,,,,,,
