QUOTE_TRANSCRIPTION,URI,VOCAB_LABEL
Lemberg,http://sws.geonames.org/3003495,Lemberg
Hernals,http://histogis.acdh.oeaw.ac.at/shapes/permalink/a9c4a1d46ddeaa65d475a9fd123fbdb0/,Hernals
Weidlingen,,
Hersfeld,http://geo-kima.org/place/9980,Hersfeld (Germany)
Marburg,http://sws.geonames.org/2873759,Marburg an der Lahn
Mur,http://sws.geonames.org/2991160,Mur-de-Sologne
Lübben,http://sws.geonames.org/2875625,Lübben
Niederlausitz,http://geo-kima.org/place/11935,Lower Lusatia (Germany)
Sandow,,
Kottbus,http://sws.geonames.org/2939811,Cottbus
Wusterhau,,
Wusterhausen a. D.,,
Figaro,,
Zell,http://dare.ht.lu.se/places/5690,Zell
Offenbach,http://sws.geonames.org/2857807,Offenbach
Meseritz,http://sws.geonames.org/3091969,Międzyrzecz
Birn,,
Pleschen,http://geo-kima.org/place/18780,Pleschen (Germany)
Rawitsch,http://geo-kima.org/place/12727,"Rawicz (Leszno, Poland)"
Leicester,http://sws.geonames.org/2644668,Leicester
Paris,http://sws.geonames.org/4519642,New Paris
Siziliens,,
Saint-Romain,http://dare.ht.lu.se/places/20221,Saint-Romain-en-Gal|Saint-Romain-en-Gal
Heidelberg,http://sws.geonames.org/997151,Heidelberg
Zeitz,http://sws.geonames.org/2804922,Zeitz
Budapest,http://sws.geonames.org/3054638,Budapest
Amberg,http://sws.geonames.org/2956656,Amberg
Brandenburg,http://sws.geonames.org/2945356,Brandenburg
Ehrenreich Eich,,
Neustadt,http://sws.geonames.org/2864054,Neustadt
Wittenberg,http://geo-kima.org/place/16585,Wittenberg (Germany : Landkreis)
Dres,,
Kö,,
Angermünde,http://sws.geonames.org/2956093,Angermünde
Tukuman,,
Argentinien,http://sws.geonames.org/3865483,Argentina
Rio-Paraguay,http://geo-kima.org/place/2168,Paraguay River
Am-Herd,,
Europa,http://pleiades.stoa.org/places/991376,Europa
Rigi,http://sws.geonames.org/2660088,Küssnacht
Wallis,http://sws.geonames.org/4829243,Wallis
Siebenbür,,
Mühlbach,http://sws.geonames.org/667526,Sebeş
Broos,http://sws.geonames.org/671757,Orăştie
Rumes,http://sws.geonames.org/2787530,Rumes
Driedorf,http://sws.geonames.org/2934965,Driedorf
Braubach,http://sws.geonames.org/2945136,Braubach
Weilburg,http://sws.geonames.org/2812626,Weilburg
Lahn,http://sws.geonames.org/2881910,Lahn
Heidelberg Juris,,
Bingen,http://dare.ht.lu.se/places/19743,Bingen|Bingen
Kirchheim,http://sws.geonames.org/2890485,Kirchheim
Schwaben,http://dare.ht.lu.se/places/19778,"Großsorheim, Harburg (Schwaben)|Großsorheim|Harburg (Schwaben)"
Durach,http://sws.geonames.org/2934509,Durach
Kempten,http://dare.ht.lu.se/places/4474,Kempten
Neuburg a. D.,,
Jllertissen,,
Oberdorf,http://sws.geonames.org/2659399,Oberdorf
Pettau,http://histogis.acdh.oeaw.ac.at/shapes/permalink/0027de68a41f399b7f19a87557cf0a5b/,Pettau
Leo,http://sws.geonames.org/4922721,Leo-Cedarville
Czernowitz,http://geo-kima.org/place/11259,Czernowitz (Austria)
Bukowina,http://sws.geonames.org/774790,Bukowina Tatrzańska
Anderegg,,
Röthen,,
Herzogenbuchsee,http://dare.ht.lu.se/places/38720,Herzogenbuchsee
Münchenbuchsee,http://sws.geonames.org/2659552,Münchenbuchsee
Wettingen,http://sws.geonames.org/2658011,Wettingen
Wanzwyl,,
Arnswalde,http://geo-kima.org/place/19962,Choszczno (Poland)
Drossen,http://sws.geonames.org/3089832,Ośno Lubuskie
Landsberg a. d. Warthe,,
Jndia,,
Transvaal,http://geo-kima.org/place/8041,Transvaal (South Africa)
Hameln,http://sws.geonames.org/2911271,Hameln
Neuzelle,http://sws.geonames.org/2863782,Neuzelle
Ober-Lichtenau,,
Lauban,http://sws.geonames.org/3093040,Lubań
Frankfurt,http://pleiades.stoa.org/places/108992,Frankfurt|Frankfurt am Main|Frankfurt am Main
London,http://sws.geonames.org/6058560,London
Neuwied,http://sws.geonames.org/2863840,Neuwied
Genf,http://dare.ht.lu.se/places/18831,"Colline Saint-Pierre, Genève|Genava|Genava, Genève|Genève"
England,http://geo-kima.org/place/12708,England
Hildes,,
St. Petersburg,http://sws.geonames.org/4171563,St. Petersburg
Schmargendorf,http://sws.geonames.org/2838009,Schmargendorf
Jngeborg,,
Moorhof,,
Cuxhaven,http://sws.geonames.org/2939658,Cuxhaven
Nordfriesland,http://geo-kima.org/place/2753,North Friesland (Germany : Region)
Föhr,http://sws.geonames.org/2805396,Wyk auf Föhr
Krefeld,http://sws.geonames.org/2884509,Krefeld
Rheinland,http://geo-kima.org/place/12481,Rhine Province (Germany)
Wesel,http://sws.geonames.org/2810678,Wesel
Pyrenäen-Halbinsel,,
Nordamerika,http://sws.geonames.org/6255149,North America
Ungarn,http://sws.geonames.org/719819,Hungary
Budweis,http://histogis.acdh.oeaw.ac.at/shapes/permalink/fca09f70b96d879f0536cbed1db290c9/,Budweis
Donau,http://pleiades.stoa.org/places/226577,"Danuvius/Istros/Hister (river)|Danuvius/Danubius/Istros/Hister, Donau"
Danzig,http://geo-kima.org/place/920,Gdańsk (Poland)
Elbing,http://geo-kima.org/place/12995,Elbląg (Poland)
Graudenz,http://geo-kima.org/place/11596,Grudziądz (Poland)
Delphi,http://sws.geonames.org/263219,Delphi
Köln,http://pleiades.stoa.org/places/109477,"Untitled|Ara Ubiorum/Col. Claudia Ara Agrippinensium|Bahnhof Gereon, Köln|Braunsfeld, Köln|Col. Claudia Ara Agrippinensium/Ara Ubiorum, Köln|Barbarossaplatz, Köln|Grüner Pütz, Eifelwasserleitung|Pantaleonsberg, Köln|Köln"
Trier,http://pleiades.stoa.org/places/108894,"Col. Augusta Treverorum|Porta Alba, Alt-Heiligkreuz|Lenus Mars, Am Irminenwingert, Trier|Römerlager Petrisberg, Trier|Amphitheater, Gartenfeld|Tempelbezirk im Altbachtal, Trier|Asclepius-Tempel, Altstadt|Römischer Circus, Trier|Barbarathermen, Barbara|Porta Nigra, Altstadt|Col. Augusta Treverorum, Trier|Unnamed Roman bridge at Trier|Römerbrücke, Trier-West|Tempel am Herrenbrünnchen, Neu-Heiligkreuz|Porta Media, Matthias|Porta Inclyta, Trier-West|Konstantinbasilika, Altstadt|Kaiserthermen, Altstadt|Thermen am Viehmarkt, Altstadt|Trier"
Ratingen,http://sws.geonames.org/2850174,Ratingen
Speldorf,,
Mülheim a. d. Ruhr,,
Götterswickerhamm,,
Mörs,http://geo-kima.org/place/12143,Moers (Germany)
Neviges,,
Bergischen,,
Tönisheide,,
Vennickel,,
Bliersheim,,
Friemersheim a. Rhein,,
Pfalz,http://histogis.acdh.oeaw.ac.at/shapes/permalink/ec4c7da7a796dd208528e36490634f05/,Pfalz
Amerika,http://sws.geonames.org/2759831,America
Milwaukee,http://sws.geonames.org/5263045,Milwaukee
Neuyork,,
Jersey City,http://sws.geonames.org/5099836,Jersey City
Newark,http://sws.geonames.org/5101798,Newark
Aachen,http://geo-kima.org/place/19027,"Burtscheid (Aachen, Germany)"
Elberfeld,http://geo-kima.org/place/18850,Elberfeld (Germany)
Kreuznach,http://geo-kima.org/place/12045,Bad Kreuznach (Germany)
Plauen,http://sws.geonames.org/2853292,Plauen
Glauchau,http://sws.geonames.org/2920020,Glauchau
Variété-Theater,,
Breslau,http://sws.geonames.org/5124497,Lindenhurst
Peters,http://sws.geonames.org/4273993,Kinsley
Bad Oeynhausen,http://sws.geonames.org/2953386,Bad Oeynhausen
Kaiserin-Elisa,,
Möd,,
Ruhrort,http://geo-kima.org/place/11295,"Homberg-Ruhrort (Duisburg, Germany)"
Wallfahrtskirche,,
Kevelaer,http://sws.geonames.org/2891258,Kevelaer
Mo,http://sws.geonames.org/3145716,Mo
Brüggen -LRB- Rhein,,
Michelbach,http://sws.geonames.org/2871359,Michelbach
Nassau,http://www.hgis-indias.net/dokuwiki/doku.php?id=gazetteer:3000365,Nassau
Caub am Rhein,,
Korbach,http://geo-kima.org/place/11924,Korbach (Germany)
Halle Theologie,,
Altenburg,http://dare.ht.lu.se/places/38718,Altenburg
Sondershausen,http://sws.geonames.org/2831276,Sondershausen
Tönning,http://sws.geonames.org/2821878,Tönning
Regensburg,http://pleiades.stoa.org/places/118929,"Reginum/Castra Regina|Castra Regina/Reginum/Regino, Regensburg|Regensburg|Prinz Leopold Kaserne, Regensburg|Prüll|Regensburg"
Schweid,,
Striegau,http://sws.geonames.org/3084440,Strzegom
Hirschberg,http://sws.geonames.org/2903721,Hirschberg
Galizien,http://geo-kima.org/place/1473,Galicia (Poland and Ukraine)
Borna,http://sws.geonames.org/2946172,Borna
österreich,http://histogis.acdh.oeaw.ac.at/shapes/permalink/eae80ff1a7c90d9c48caf344648f3447/,Österreich
Wiener Neustadt,http://sws.geonames.org/2761353,Wiener Neustadt
Essegg,http://sws.geonames.org/3193935,Osijek
Sauerbrunn,http://sws.geonames.org/3079346,Bílina Kyselka
Bruck a. d. Mur,,
Radkersburg,http://histogis.acdh.oeaw.ac.at/shapes/permalink/057c833022087ec3e7b418aa3b10d9c5/,Radkersburg
Chiavacci,,
Wurzbach,http://sws.geonames.org/2805623,Wurzbach
Bozen,http://histogis.acdh.oeaw.ac.at/shapes/permalink/503f418211c4091e2e11c339f297fb22/,Bozen
Trient,http://histogis.acdh.oeaw.ac.at/shapes/permalink/463a7f9a80455f81cd85764cf3e2a462/,Trient
Mö,,
Zittau,http://sws.geonames.org/2804008,Zittau
Tübingen,http://sws.geonames.org/2820860,Tübingen
Löbau,http://sws.geonames.org/2876755,Löbau
Lau,http://sws.geonames.org/2332197,Lau
Groitzsch,http://sws.geonames.org/2917170,Groitzsch
Reichenberg,http://sws.geonames.org/2849093,Reichenberg
Stephanshospital,,
Hottingen-Zürich,http://sws.geonames.org/6295507,Zürich (Kreis 7) / Hottingen
Riesbach-Zürich,http://sws.geonames.org/6295542,Zürich (Kreis 8)
Arenberg,http://geo-kima.org/place/14458,Arenberg (Duchy)
Main,http://pleiades.stoa.org/places/109168,"Moenus (river)|Moenus, Main"
Wilna,http://sws.geonames.org/593116,Vilnius
Ruhenthal,,
Rosenhof,,
Koburg-Gotha,,
Hambur,,
Wil,http://sws.geonames.org/2657996,Wil
Pforta,,
Sternschen Konservatorium,,
Ly,http://sws.geonames.org/8673396,Lý Sơn
Hosingen,http://sws.geonames.org/2960429,Hosingen
Luxemburg,http://sws.geonames.org/5261340,Luxemburg
Diekirch,http://sws.geonames.org/2960656,Diekirch
Blyenbeek,,
Jesu,,
Valkenberg,,
Feldkirch,http://sws.geonames.org/2779674,Feldkirch
Neuenheim,http://dare.ht.lu.se/places/45685,"Römerbrücke, Neuenheim|Westkastell, Neuenheim|Roman Heidelberg|Neuenheim"
Wien Chirur,,
Bregenz,http://pleiades.stoa.org/places/187325,"Brigantium|Kastell Oberstadt, Bregenz|Steinbühel, Bregenz|Brigantium, Bregenz|Hafenkastell am Leutbühl, Bregenz|Kohortenkastell, Bregenz|Bregenz"
Wiens,,
Brook,http://sws.geonames.org/2075895,Boyup Brook
Wongrowitz,,
Liegnitz,http://geo-kima.org/place/15975,Liegnitz (Germany)
Jn Berlin,,
Jta,,
Rimini,http://pleiades.stoa.org/places/393379,"Ariminum|Ariminum, Rimini|Rimini"
Chemnitz,http://sws.geonames.org/2940132,Chemnitz
Beuthen,http://sws.geonames.org/3101947,Bytom Odrzański
Kattowitz,http://geo-kima.org/place/395,Katowice (Poland)
Woltersdorf,http://sws.geonames.org/2806287,Woltersdorf
Zossen,http://sws.geonames.org/2803870,Zossen
Wusterhausen,http://geo-kima.org/place/17783,"Wusterhausen (Brandenburg, Germany)"
Dosse,http://geo-kima.org/place/17783,"Wusterhausen (Brandenburg, Germany)"
Domhof-Ratzeburg,,
Meck,,
Ratzeburg,http://sws.geonames.org/2850132,Ratzeburg
Arnsberg,http://sws.geonames.org/2955471,Arnsberg
Droste-Hülshoff,,
Ostende,http://sws.geonames.org/2789786,Ostend
Hütteldorf,,
Arnesburg,,
Elbin,,
Herzberg am Harz,http://sws.geonames.org/2905496,Herzberg am Harz
Omaha,http://sws.geonames.org/5074472,Omaha
Nebraska,http://geo-kima.org/place/8080,Nebraska
Bernmünster,,
Frankfurt a. O.,,
Karlsburg,http://geo-kima.org/place/16419,Karlsburg (Germany)
Muskau,http://geo-kima.org/place/8144,Muskau (Germany)
Oberlausitz,http://geo-kima.org/place/4949,Upper Lusatia (Germany)
Waterberg,,
Südwest,,
Groß,http://sws.geonames.org/2915143,Groß Rheide
Alex.,http://geo-kima.org/place/4070,"Alexanderplatz (Berlin, Germany)"
Celle,http://sws.geonames.org/2940213,Celle
Heidel,,
Göttingen Juris,,
Rußland,,
Himalaya,http://geo-kima.org/place/1277,Himalaya Mountains
Kalkutta,http://sws.geonames.org/1275004,Kolkata
Sorau,http://sws.geonames.org/3080644,Żary
Rothenburg,http://sws.geonames.org/2844062,Rothenburg
Lausitz,http://geo-kima.org/place/2528,Lusatia (Germany)
Ohlau,http://sws.geonames.org/3090205,Oława
Balsthal,http://dare.ht.lu.se/places/45439,"Balsthal|Sankt Wolfgang, Balsthal|Balsthal"
Solothurn,http://sws.geonames.org/2658563,Solothurn
Gibraltar,http://sws.geonames.org/2411586,Gibraltar
Malta,http://sws.geonames.org/2562770,Malta
Olten am Hauensteintunnel,,
Venezuela,http://sws.geonames.org/3534432,Venezuela
Valencia,http://www.hgis-indias.net/dokuwiki/doku.php?id=gazetteer:4000024,Valencia
Klausenburg,http://sws.geonames.org/681291,Cluj
Mühlbacher Untergym,,
Bistritz,http://sws.geonames.org/3078300,Bystřice
Dobring,,
Reuß,http://histogis.acdh.oeaw.ac.at/shapes/permalink/a0aa4195996b671ea3f9259972bd6cef/,Reuß ältere Linie (Reuß-Greiz)
Petersburg,http://sws.geonames.org/5556338,Petersburg
Puschkin,http://sws.geonames.org/504003,Pushkin
Aschenberg,,
Leip,,
Gießen,http://pleiades.stoa.org/places/109009,Giessen|Gießen|Gießen
Lake,http://pleiades.stoa.org/places/543764,Lake
Pillkallen,,
Pommerns,,
Stolp,http://sws.geonames.org/3085450,Słupsk
Pommern,http://sws.geonames.org/2852758,Pommern
Halle a. S.,,
Schleswig-Holstein,http://sws.geonames.org/2838632,Schleswig-Holstein
Westpreußen,http://geo-kima.org/place/18888,Brodnica (Poland)
Schottland,http://sws.geonames.org/2638360,Scotland
Soldin,http://geo-kima.org/place/13964,Soldin (Germany : Landkreis)
Vatikan,,
Beziehun,,
Sommerfeld,http://sws.geonames.org/3092813,Lubsko
Triest,http://histogis.acdh.oeaw.ac.at/shapes/permalink/bb1ab1e60e3e6e9c906b3cd9deffb23a/,Triest
Bade Harzburg,,
Char,http://sws.geonames.org/2025630,Chara
Spielberg,http://sws.geonames.org/2764812,Spielberg bei Knittelfeld
Mähren,http://geo-kima.org/place/10660,Moravia (Czech Republic)
Aston,http://sws.geonames.org/2634170,Wheaton Aston
Köpenick,http://sws.geonames.org/2885656,Köpenick
Berlins,,
Langenbecks,,
Krim,http://geo-kima.org/place/17099,Crimea (Ukraine)
Sigarowa,,
Charkow,http://geo-kima.org/place/8380,Kharkiv (Ukraine)
Sephi Sent Gyorgy,,
Kronstadt,http://sws.geonames.org/540771,Kronshtadt
Borszek,,
St. Miklos,,
Unter-Wal,,
Klagenfurt,http://sws.geonames.org/2774326,Klagenfurt am Wörthersee
Bischoflack,http://sws.geonames.org/3190717,Škofja Loka
Wangen,http://dare.ht.lu.se/places/44277,Wangen
Algäu,,
Bodensees,,
Astura,http://pleiades.stoa.org/places/432703,"Astura|Astura, Torre di Astura, Nettuno"
Uffenheim,http://sws.geonames.org/2820423,Uffenheim
Wallishauserschen Buch,,
Schwa,,
Winterthur,http://sws.geonames.org/2657970,Winterthur
Gothaer Kongreß,,
Templin,http://geo-kima.org/place/14993,Templin (Germany)
Offenbach a. Main,,
Laaber,http://sws.geonames.org/2843728,Rottenburg an der Laaber
Oberpfalz,http://geo-kima.org/place/11102,Oberpfalz (Germany)
Eichstätt,http://sws.geonames.org/2932069,Eichstätt
Donauwörth,http://dare.ht.lu.se/places/44708,"Villa rustica, Donauwörth|Brücke, Donauwörth|Donauwörth|Donauwörth"
Auerbach,http://sws.geonames.org/2954602,Auerbach
Hechingen,http://geo-kima.org/place/10142,Hechingen (Germany)
Hohenasperg,http://pleiades.stoa.org/places/118748,Hohenasperg|Hohenasperg
Norddeutschland,,
Cannes,http://sws.geonames.org/3028808,Cannes
Heilbronn,http://dare.ht.lu.se/places/543,Heilbronn|Heilbronn II|Heilbronn I|Heilbronn
Wis,http://geo-kima.org/place/14785,Greendale (Wis.)
Seelbach,http://sws.geonames.org/2833704,Seelbach
Unterkrain,http://geo-kima.org/place/3571,Dolenjsko (Slovenia)
Gräf,,
Gurkfeld,http://histogis.acdh.oeaw.ac.at/shapes/permalink/55cdb80ce1a642a9f4d3614767d933e3/,Gurkfeld
Belgien,http://sws.geonames.org/2802361,Belgium
Frankfurt am Main,http://pleiades.stoa.org/places/108992,Frankfurt|Frankfurt am Main|Frankfurt am Main
Österreichs,,
Krainer Land,,
Auffenberg,,
Paderborn,http://sws.geonames.org/2855745,Paderborn
Lippstadt,http://sws.geonames.org/2876865,Lippstadt
Leschnitz,http://sws.geonames.org/3093577,Leśnica
Oxford,http://sws.geonames.org/2640729,Oxford
Norwegen,http://sws.geonames.org/3144096,Norway
Koblenz,http://pleiades.stoa.org/places/108903,"Confluentes|Schwedenschanze, Koblenz|Confluentes, Koblenz|Remstecken, Koblenz|Koblenz"
Marokko,http://sws.geonames.org/2542007,Morocco
`` Medea,http://sws.geonames.org/3217444,Medea
Afrika,http://sws.geonames.org/6255146,Africa
Zara,http://pleiades.stoa.org/places/629105,Zara|Zara
Emmerberg,,
Regelsberg v. Thurnberg,,
Granada,http://sws.geonames.org/3619136,Granada
Augustiny,,
Hollingstedt,http://sws.geonames.org/2900409,Hollingstedt
Ulsnis,http://sws.geonames.org/2820210,Ulsnis
Schles,http://geo-kima.org/place/20374,Neumarkt in Schlesien (Germany : Landkreis)
Bergedorf,http://sws.geonames.org/7290243,Bergedorf
Kappeln,http://sws.geonames.org/2893024,Kappeln
Aulenbach,,
Homburg,http://sws.geonames.org/2899449,Homburg
Zweibrücken,http://sws.geonames.org/2803620,Zweibrücken
Zacha,,
Waldfischbach,http://dare.ht.lu.se/places/25081,"Heidelsburg, Waldfischbach|Waldfischbach-Burgalben"
Dürk,,
Erlan,,
Jndiana,,
Neuenburg,http://sws.geonames.org/3090552,Nowogródek Pomorski
Mühl,http://sws.geonames.org/2867929,Mühl Rosin
Athen,http://pleiades.stoa.org/places/579885,"Athenae|Athenae, Athína"
Germersheim,http://pleiades.stoa.org/places/109428,"Vicus Iulius|Vicus Iulius, Germersheim|Germersheim"
Marien,http://sws.geonames.org/587923,Väike-Maarja
Villa Sorgenfrei,,
Rio de Janeiro,http://sws.geonames.org/3451190,Rio de Janeiro
Brasilien,http://geo-kima.org/place/7255,Brazil
Ägypten,http://sws.geonames.org/357994,Egypt
Norditalien,,
Sizilien,http://pleiades.stoa.org/places/462492,Sicilia (island)
Wohldorf,http://sws.geonames.org/2807068,Wohldorf-Ohlstedt
Lüchow,http://sws.geonames.org/2875542,Lüchow
Verden,http://sws.geonames.org/2817599,Verden
Hannovers,,
Wertheim,http://geo-kima.org/place/9131,"Wertheim (Baden-Württemberg, Germany)"
Löwenstein,http://sws.geonames.org/2875656,Löwenstein
Konstanz,http://pleiades.stoa.org/places/187352,"Constantia|Constantia, Konstanz|Konstanz"
St. Vin,,
Vegesack,http://geo-kima.org/place/7344,Vegesack (Germany)
Willstädt,,
Lichterfelde,http://sws.geonames.org/2878018,Lichterfelde
Vorpom,,
Anklam,http://sws.geonames.org/2956018,Anklam
Ame,,
Oravicza,http://sws.geonames.org/671746,Oraviţa
Steyer,http://sws.geonames.org/2764359,Steyr
Reschitza,http://pleiades.stoa.org/places/206927,"Apulum|Apulum, Alba Julia|Wertheim|Lýkeio|Arrianá|Scomigo|San Giustino Valdarno|Chianni|Certosa di Pavia|Mazzano|Arlate|Mazara II|Vaslui|Timişoara|Sulina|Suceava|Sibiu|Sfântu-Gheorghe|Râmnicu Vâlcea|Reşiţa|Piteşti|Petroşani|Moreni|Hârşova|Focșani|Flămânzi|Fierbinţi-Târg|Dej|Deva|Craiova|Constanţa|Cluj-Napoca|Buftea|Braşov|Brăila|Bistriţa|Baia Mare|Arad|Bacău|Alexandria|Alba Iulia|Sighișoara|Slobozia|Oyskhara|Novikovo|Bolaman"
Büdingen,http://sws.geonames.org/2942073,Büdingen
Albertshofen,http://sws.geonames.org/2958653,Albertshofen
Lady Kyme,,
Fortunas,http://geo-kima.org/place/1592,"Arena, Point (Calif.)"
Tulln a. d. Donau,,
Washingtons,,
Java,http://sws.geonames.org/614217,Java
Sorabaya,,
Tjilatjap,http://sws.geonames.org/1646559,Cilacap
Müllheim,http://dare.ht.lu.se/places/4654,Müllheim|Müllheim
Waldmünchen,http://sws.geonames.org/2814846,Waldmünchen
Starnberger See,http://geo-kima.org/place/2486,Starnberger See (Germany)
Ravenna,http://pleiades.stoa.org/places/393404,"Classis|Classis, Classe, Ravenna|Ravenna|Ravenna, Ravenna|Ravenna"
Thurland,,
San Remo,http://geo-kima.org/place/13674,San Remo (Italy)
Thurgau,http://sws.geonames.org/2658372,Thurgau
Ssobolew,,
Kolomna,http://sws.geonames.org/546230,Kolomna
Petromsko,,
Elbogen,http://histogis.acdh.oeaw.ac.at/shapes/permalink/c944c93588b86052bf2b6dbafcbfa438/,Elbogen
Kulsam,,
Eger,http://sws.geonames.org/721239,Eger
Böhmens,,
Leitmeritz,http://histogis.acdh.oeaw.ac.at/shapes/permalink/f31151718f5e8e2583788c576714137c/,Leitmeritz
Emmerich,http://sws.geonames.org/2930509,Emmerich
Vreden,http://sws.geonames.org/2815824,Vreden
Coesfeld,http://sws.geonames.org/2939945,Coesfeld
Ragaz,http://sws.geonames.org/2661644,Bad Ragaz
Hellas,http://pleiades.stoa.org/places/1001896,Hellas
Blaubeuren,http://dare.ht.lu.se/places/44241,Blaubeuren
Bruchsal,http://sws.geonames.org/2943560,Bruchsal
Deidesheim,http://sws.geonames.org/2938465,Deidesheim
Weinsberg,http://dare.ht.lu.se/places/19336,Weinsberg
Reutlingen,http://sws.geonames.org/2847736,Reutlingen
Stutt,,
Thurn,http://histogis.acdh.oeaw.ac.at/shapes/permalink/2ccf74fcee8f27e9ccd664f30f93de53/,Thurn
Tutt,,
Oberrevisor,,
Altona,http://sws.geonames.org/5884260,Altona
Eisenach,http://dare.ht.lu.se/places/20848,Eisenach|Eisenach
Rheintöch,,
Bielefeld,http://sws.geonames.org/2949186,Bielefeld
Bad Bad,http://dare.ht.lu.se/places/24980,Bad Weilbach
Bodensee,http://histogis.acdh.oeaw.ac.at/shapes/permalink/cad137a1cc7f350b119f3192a29294f4/,Bodensee
Witebsk,http://geo-kima.org/place/942,Vitsebsk (Belarus)
Badenfeld,,
Troppau,http://geo-kima.org/place/10070,Opava (Czech Republic)
Wolkenstein,http://sws.geonames.org/2806474,Wolkenstein
Kolberg,http://geo-kima.org/place/9643,Kolberg (Germany)
