gnd,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18
117768383,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117768723,Halbleinw,Wendhagen,Fels,Berlin,Kolberg,.,.,.,.,.,.,.,.,.,.,.,.,.
117769096,Breslau,Rochow,Ratibor,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118070479,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118120816,Waldenburg,Charlottenburg,Breslau,Warmbrunn,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.
118156543,Bern,Iserlohn,München,Bern,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118182765,Leipzig,Schönebeck,Wittenberg,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118189379,Hagen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118189387,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118502921,Schmargendorf,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118503200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118504185,Teplitz,Schönau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118511335,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118511688,Leyden,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118516051,Kopenhagen,Gräfentonna,Gotha,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118528661,Wien,Berlin,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118530186,Emmerich,Regensburg,Emmerich,Regensburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118540254,Danzig,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118543202,Karlsruhe,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118544918,Babylon,Mainz,Tressow,Schwerin,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.
118546767,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118554190,Braunschweig,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118560328,Fraustadt,Berlin,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118562258,London,Bonn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118563394,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118566865,Prag,Iena,Paris,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118570773,Losdorf,Salzburg,Gnesen,Rom,Rom,Posen,.,.,.,.,.,.,.,.,.,.,.,.
118572393,Königsberg,Rom,Tannenburg,Guttentag,Seehof,Berlin,Seehof,Rom,Dresden,.,.,.,.,.,.,.,.,.
118573845,Magdeburg,Naundorf,Magdeburger Stadttheater,Leipzig,Berlin,Oldenburg,Freiberg,Dresden,.,.,.,.,.,.,.,.,.,.
118575155,Schwerin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118578103,Wien,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118578375,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118578510,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118583719,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118585754,Berlin,London,Bonn,Berlin,Wilhelmshöhe,Iena,Wien,Rastatt,Leipzig,Neu-Brandenburg,Rom,Berlin,Rom,.,.,.,.,.
118586564,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118588796,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118590901,Berlin,Leipzig,Meissen,Strassburg,Rom,Strassb,Leipzig,Rom,.,.,.,.,.,.,.,.,.,.
118595792,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118603884,Lützelflüh,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118605429,Darmstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118607049,Maulbronn,Göttingen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118614479,Töplitz,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118616455,Weiden,Fels,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118620126,Graz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118620614,Speyer,Neustadt a. H.,Neustadt,Halle,Hamburg,Hall,.,.,.,.,.,.,.,.,.,.,.,.
118623249,Berlin,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118624180,Männedorf,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118626175,Barmen,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118630954,Bückeburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118632833,Rottenburg a. N.,Tübingen,Sand,Stein,Stuttgart,Halle,Berlin,Hall,Schloss Bärenburg,Stuttgart,.,.,.,.,.,.,.,.
118633112,Berlin,Baireuth,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118633252,Linz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118636618,Stuttgart,Wiederan,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118636863,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118638904,Bonn,Bonn,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118642731,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118650769,Gröningen,Wangen,Halberstadt,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118651072,Verden,Amsterdam,Altenburg,Meiningen,Haide,Hannover,Berlin,Riga,München,.,.,.,.,.,.,.,.,.
118651234,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118657585,Berlin,Heidelberg,Broëlberg,Zürich,Heidelberg,Broëlberg,Zürich,.,.,.,.,.,.,.,.,.,.,.
118658875,Berlin,Stuttgart,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118662473,Bergedorf,Hamburg,Lübeck,Stuttgart,Rom,Rom,Berlin,.,.,.,.,.,.,.,.,.,.,.
118663313,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118666967,Grossheppach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118668838,Hamburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118675125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118689355,Wien,Leipzig,Berlin,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118692321,Neunhausen,Neunhausen,Rathenow,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118692577,Herzberg,Weissenfels,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118696734,Danzig,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118729993,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118731092,Arnstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118732382,Mannheim,Wien,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118736639,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118740792,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118743627,Gute Schönburg,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118744712,Magdeburg,Dessau,Elberfeld,Neuhaldensleben,Schwabing,Rom,Alexandrien,Weimar,München,Rom,.,.,.,.,.,.,.,.
118749153,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118755455,Elberfeld,Breslau,Berlin,Wilmersdorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118759418,Athen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118760394,Riga,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118760653,Iena,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118764489,Rom,Orleans,Leipzig,Rom,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.
118765272,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118767267,Düsseldorf,Elberfeld,New-York,Berlin,Zürich,Dresden,.,.,.,.,.,.,.,.,.,.,.,.
118786962,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118795422,Braunschweig,Berlin,Chicago,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118804448,Düsseldorf,Trier,Rom,Berlin,Schöneberg,Rom,.,.,.,.,.,.,.,.,.,.,.,.
118807420,Itzehoe,Rom,Meilen,Rom,Gute Mariafeld,.,.,.,.,.,.,.,.,.,.,.,.,.
118809407,Bern,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118812572,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118816292,Frankfurt a. M.,Pappenheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118816462,Wien,Rom,Muskau,Hietzing,Berlin,Graz,Freiberg,Rom,Venedig,.,.,.,.,.,.,.,.,.
118820168,Glogau,Gotha,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118833707,Wien,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118834584,Bamberg,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118837052,Tarnow,Güstrow,Dessau,Tarnow,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118861670,Wien,Würzburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118862979,Kirchheim u. Teck,Tübingen,Esslingen,Stuttgart,Florenz,Ober-Esslingen,München,.,.,.,.,.,.,.,.,.,.,.
118878484,Weimar,München,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118881388,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118883658,Burgdorf,Hannover,Leipzig,Obershagen,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118884654,Mailand,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118890190,Hamburg,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118890263,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118893416,Brannenberg,Rosenheim,Dürkheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118905708,München,Bielefeld,Leipzig,Berlin,Bielefeld,Dresden,Leipzig,Berlin,Dresden,.,.,.,.,.,.,.,.,.
118913581,Rom,Palazzo Zuccari,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118938150,Rom,Philadelphia,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118943324,Stuttgart,Köln,Kassel,Leipzig,Melsungen,Regensburg,.,.,.,.,.,.,.,.,.,.,.,.
118951866,Stuttgart,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118962590,Teplitz,Stedten,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118973088,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118973665,Bern,Reval,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118979965,Pest,Berlin,Braunschweig,Bremen,Schöneberg,.,.,.,.,.,.,.,.,.,.,.,.,.
118989405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118992996,Riga,Schliersee,Nikjöbing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118995014,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119006189,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119009331,Erbach,Schönberg,Erbach,Schönberg,Villa Ruhleben,Kiel,Dresden,Schönberg,.,.,.,.,.,.,.,.,.,.
119011069,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119035987,Eschwege,Münster,Berlin,Minden,Berlins,.,.,.,.,.,.,.,.,.,.,.,.,.
119042436,Hagen,Prenzlau,Forst,Erfurt,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119048027,Giessen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119060469,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119079402,Clemenswerth,Darmstadt,Münster,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119079682,Frankfurt a. M.,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119094029,Sand,Boppard,Husum,Oberstrass,Sand,.,.,.,.,.,.,.,.,.,.,.,.,.
119095548,Köln,Winwarden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119113430,Stein,Stein am Rhein,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119115441,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119136309,Tübingen,Stuttgart,Marburg,Kassel,Wetzlar,München,.,.,.,.,.,.,.,.,.,.,.,.
119137100,Gütersloh,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119148633,Tübingen,Stuttgart,Neckarhalde,Villa Weber,Schweizerhof,Ellwangen,.,.,.,.,.,.,.,.,.,.,.,.
119149036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119153777,Ortenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119158582,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119166623,Leipzig,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119187787,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119196778,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119197030,Kopenhagen,Paris,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119223546,Lengwethen,Lasdehnen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119233444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119272296,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119282585,Porto,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119285495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119298678,Pressburg,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119317745,Prag,Wien,Wien,Graz,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.
119331071,Blankenburg a. H,Vechelde,Blankenburg,Berlin,Worms,Leipzig,Berlin,.,.,.,.,.,.,.,.,.,.,.
119332337,Prag,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119333376,Weimar,Dresden,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119338556,Schaffhausen,Regensburg,Risch,Stuttgart,München,München,Ittingen,.,.,.,.,.,.,.,.,.,.,.
119352524,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119368587,Bremen,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119369672,Cannstadt,Würzburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119372622,Fürth,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119376377,Leipzig,Manicomio di S. Bonifacio,Florenz,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119387727,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119405822,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119420015,Höckendorf,Darmstadt,Rom,Paris,Stettin,Karlsruhe,Berlin,München,Rom,Dresden,Venedig,.,.,.,.,.,.,.
119420147,Hannover,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119425270,Frankfurt a. M.,Eisenach,London,Dublin,Blankenburg,Keilhau,Berlin,Weimar,.,.,.,.,.,.,.,.,.,.
119434652,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119452480,Breslau,Potsdam,Berlin,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119466848,Wien,Linz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119480905,Wien,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119496690,Bern,Uhlstedt,Lampersdorf,Bernstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119508311,Schaafhausen,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119514125,Siegburg,Bonn,Köln,Xanten,Wesel,.,.,.,.,.,.,.,.,.,.,.,.,.
119540223,New-York,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119541823,Züllsdorf,Torgau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119543559,Wien,.,.,Wien,Güns,.,.,.,.,.,.,.,.,.,.,.,.,.
119549263,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119550083,Gleiwitz,Landsberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120110644,Landshut,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120190710,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120224771,Zweibrücken,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120398567,Prag,London,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120473437,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120510774,Magdeburg,Athen,Iena,Halberstadt,Lingen an der Ems,Bremen,Genf,Lingen,Athen,Leipzig,.,.,.,.,.,.,.,.
120558211,Berlin,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120560216,Würzburg,Wien,Basel,Hietzing,München,Zürich,.,.,.,.,.,.,.,.,.,.,.,.
120596954,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120622718,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120656124,Köln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120866234,Regensburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120869837,Augsburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120913704,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120952424,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120967340,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121023680,Leipzig,Messina,Neapel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121045684,Cassel,Eisenach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121210332,Meissen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121287939,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121315215,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121344134,Cleveland,Berlin,Elbing,Cleve,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121540243,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121571181,Grimma,Leipzig,Schneeberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121654710,Berlin,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121697231,Marburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121730026,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121852687,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121927075,Prag,Totis,Mannheim,Wien,Thun,Schloss Schurschitz,Budapest,Gotha,Innsbruck,Berlin,Graz,Časlau,München,Dresden,Hirschberg,Brünn,Mailand,.
121989461,Güstrow,Oels,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122157869,Rom,Köln,Erkelenz,Rom,Lingen,Regensburg,.,.,.,.,.,.,.,.,.,.,.,.
122168674,Chemnitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122335430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122445171,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122537122,Göttingen,Arnstadt,Gera,Erfurt,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122595866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122811097,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122837169,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122850742,Glogau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122939514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123037522,Mewe,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123116376,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123180473,Minden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123197082,Stuttgart,St. Gallen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123231116,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123234514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123261813,St. Gallen,Guntershausen,Budapest,Urnäsch,Appenzell,Zürich,.,.,.,.,.,.,.,.,.,.,.,.
123631041,Pankow,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123847451,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123950562,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124070019,Rom,Köthen,Leipzig,Berlin,Schladen,Rom,Berlin,Berlin,.,.,.,.,.,.,.,.,.,.
124078478,Rostock,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124145108,Königswinter,Königswinter am Rhein,Časlau,Lützow,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124252362,Schnitau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124297854,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124352502,Friedrichroda,Waltershausen,Tabarz,Schnepfenthal,Schnepfenthals,St. Blaise,Wahlwinkel,Cabarz,Gotha,Rödichen,.,.,.,.,.,.,.,.
124372015,Borås,Stockholm,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124404529,Stein,Altona,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124536670,Stuttgart,Hall,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124566138,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124758398,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126021562,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126043949,Bern,Puschwitz,Torgau,Leipzig,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.
126207720,Wildenfels,Warschau,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126219516,Breslau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126243220,Hanau,Überlingen,Wiesbaden,Villa Bilfinger,Hanau,Überlingen,Nizza,Nonnenweier,Heidelberg,Stuttgart,Saarbrücken,.,.,.,.,.,.,.
126285802,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126305358,Gera,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126307024,Angermünde,Dahme,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126310815,Gross-Lichterfelde,Dirschau,Danzig,Breslau,Lichterfelde,Georgenthal,Neubrandenburg,.,.,.,.,.,.,.,.,.,.,.
126319103,Bielefeld,Hamm,Stuttgart,Beverungen,Solingen,Moers am Rhein,.,.,.,.,.,.,.,.,.,.,.,.
126336806,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126352267,Hamburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126364877,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126425329,Obertürkheim,Barmen,Stuttgart,Brüssel,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126450242,Bern,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126451842,Lindau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126473889,Charlottenburg,Paris,Berlin,Lützow,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126482802,Teschen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126496773,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126540047,Potsdam,Kalbe a. d. Saale,Bornstedt,Zerbst,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126583668,Eydtkuhnen,Insterburg,Tilsit,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
126588651,Nordhausen,Risch,Stuttgart,Hamburg,Campe,.,.,.,.,.,.,.,.,.,.,.,.,.
126646910,Trier,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126694478,Minden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126698554,Wien,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126706832,Meseritz,Kottbus,Leipzig,Posen,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.
126739684,Breslau,Brieg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126748675,Winterthur,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126800235,Zürich,Hottingen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126878447,Stuttgart,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126904812,Rom,Berlin,München,Rom,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.
126918341,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126964750,Triest,Wien,Moskau,Graz,Lemberg,.,.,.,.,.,.,.,.,.,.,.,.,.
126968004,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127041370,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127140964,Husum,Hamburg,Schleswig,Wesel,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127161120,Ludwigsburg,Winnenden,Stuttgart,München,München,.,.,.,.,.,.,.,.,.,.,.,.,.
127180141,Darmstadt,Gross-Gerau,Alzey,Gera,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127347976,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127351825,Frankfurt a. M.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127413146,Bern,Berlin,Bern,Bern,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127441883,Reisach,Kaibitz,Karlsbad,Bayreuth,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127449752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127469842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
